- Abanilla, ""38.215913769441,-1.05450812448"""
- Abaran, ""38.2481199459182,-1.3502100113"""
- aguilas, ""37.4470286771092,-1.5592119991"""
- Albudeite, ""38.0384583306617,-1.3742717448"""
- Alcantarilla, ""37.9772669180578,-1.2296344588"""
- Alcazares-Los, ""37.7520959126406,-0.8507294265"""
- Aledo, ""37.784653172768,-1.63443447616"""
- Alguazas, ""38.0550087478851,-1.2591757046"""
- Alhama-de-Murcia, ""37.8573518270528,-1.3850767604"""
- Archena, ""38.1166771717333,-1.2953851936"""
- Beniel, ""38.0325745919081,-0.9950155610"""
- Blanca, ""38.1998087347527,-1.3379960987"""
- Bullas, ""38.0154891669687,-1.6863209791"""
- Calasparra, ""38.2709509428163,-1.6738119905"""
- Campos-del-Rio, ""38.0620549566843,-1.3684851364"""
- Caravaca-de-la-Cruz, ""37.9911577226385,-2.0348102578"""
- Cartagena, ""37.6040006196563,-0.9339749345"""
- Cehegin, ""38.0509585578104,-1.7422242620"""
- Ceuti, ""38.0857890866777,-1.2741154606"""
- Cieza, ""38.245833134706,-1.42602000060"""
- Fortuna, ""38.1848431227688,-1.1243535616"""
- Fuente-alamo-de-Murcia, ""37.7490415707718,-1.1741139452"""
- Jumilla, ""38.4688176895815,-1.2751323167"""
- Librilla, ""37.9033062305726,-1.3415576371"""
- Lorca, ""37.6190879069995,-1.7022988589"""
- Lorqui, ""38.0985026422982,-1.2525566587"""
- Mazarron, ""37.5864082605875,-1.3165207418"""
- Molina-de-Segura, ""38.0956406204353,-1.1985972077"""
- Moratalla, ""38.2317920584912,-1.9133101590"""
- Mula, ""37.9929615803163,-1.5366099795"""
- Murcia, ""37.9439891615427,-1.1636353660"""
- Ojos, ""38.1159791000349,-1.3566688466"""
- Pliego, ""37.982493894012,-1.51888729957"""
- Puerto-Lumbreras, ""37.5541037290703,-1.8071315509"""
- Ricote, ""38.1579705442376,-1.4186499820"""
- San-Javier, ""37.7634109881609,-0.7700499399"""
- San-Pedro-del-Pinatar, ""37.8264249383101,-0.7773589352"""
- Santomera, ""38.0890595986612,-1.0689215930"""
- Torre-Pacheco, ""37.7939636755677,-0.9559310412"""
- Torres-de-Cotillas-Las, ""38.0247810042785,-1.2627369007"""
- Totana, ""37.7788882786175,-1.5647880818"""
- Ulea, ""38.1555237846724,-1.2854067544"""
- Union-La, ""37.6035467663071,-0.8732863763"""
- Villanueva-del-Rio-Segura, ""38.1048757842246,-1.3237744851"""
- Yecla, ""38.6551371540802,-1.1295970377"""
